	ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS	VOWEL
1261	1317	77	叔于田	77.1	1	叔于a田	叔 + 于 + 田	叔 + 于 + 田	77.1.a	田	0 0 346	i
1262	1318	77	叔于田	77.1	2	巷無居a人	巷 + 無 + 居 + 人	巷 + 無 + 居 + 人	77.1.a	人	0 0 0 346	i
1263	1319	77	叔于田	77.1	3	豈無居a人	豈 + 無 + 居 + 人	豈 + 無 + 居 + 人	77.1.a	人	0 0 0 346	i
1265	1321	77	叔于田	77.1	5	洵美且a仁	洵 + 美 + 且 + 仁	洵 + 美 + 且 + 仁	77.1.a	仁	0 0 0 346	i
1276	1332	78	大叔于田	78.1	1	叔于田	叔 + 于 + 田	叔 + 于 + 田		田	0 0 0	i
1286	1342	78	大叔于田	78.2	1	叔于田	叔 + 于 + 田	叔 + 于 + 田		田	0 0 0	i
1287	1343	78	大叔于田	78.2	2	乘乘a黃	乘 + 乘 + 黃	乘 + 乘 + 黃	78.2.a	黃	0 0 350	a
1288	1344	78	大叔于田	78.2	3	兩服上a襄	兩 + 服 + 上 + 襄	兩 + 服 + 上 + 襄	78.2.a	襄	0 0 0 350	a
1289	1345	78	大叔于田	78.2	4	兩驂雁a行	兩 + 驂 + 雁 + 行	兩 + 驂 + 雁 + 行	78.2.a	行	0 0 0 350	a
1291	1347	78	大叔于田	78.2	6	火烈具a揚	火 + 烈 + 具 + 揚	火 + 烈 + 具 + 揚	78.2.a	揚	0 0 0 350	a
1294	1350	78	大叔于田	78.2	9	抑磬c控忌	抑 + 磬 + 控 + 忌	抑 + 磬 + 控 + 忌	78.2.c	控	0 0 352 0	o
1295	1351	78	大叔于田	78.2	10	抑縱c送忌	抑 + 縱 + 送 + 忌	抑 + 縱 + 送 + 忌	78.2.c	送	0 0 352 0	o
1296	1352	78	大叔于田	78.3	1	叔于田	叔 + 于 + 田	叔 + 于 + 田		田	0 0 0	i
1305	1361	78	大叔于田	78.3	10	抑鬯c弓忌	抑 + 鬯 + 弓 + 忌	抑 + 鬯 + 弓 + 忌	78.3.c	弓	0 0 355 0	ə
1306	1362	79	清人	79.1	1	清人在a彭	清 + 人 + 在 + 彭	清 + 人 + 在 + 彭	79.1.a	彭	0 0 0 356	a
1307	1363	79	清人	79.1	2	駟介a旁a旁	駟 + 介 + 旁 + 旁	駟 + 介 + 旁 + 旁	79.1.a	旁	0 0 356 356	a
1308	1365	79	清人	79.1	4	二矛重a英	二 + 矛 + 重 + 英	二 + 矛 + 重 + 英	79.1.a	英	0 0 0 356	a
1309	1366	79	清人	79.1	5	河上乎翱a翔	河 + 上 + 乎 + 翱 + 翔	河 + 上 + 乎 + 翱 + 翔	79.1.a	翔	0 0 0 0 356	a
1338	1397	82	女曰雞鳴	82.1	1	女曰雞鳴	女 + 曰 + 雞 + 鳴	女 + 曰 + 雞 + 鳴		鳴	0 0 0 0	e
1342	1401	82	女曰雞鳴	82.1	5	將翱將翔	將 + 翱 + 將 + 翔	將 + 翱 + 將 + 翔		翔	0 0 0 0	a
1351	1410	82	女曰雞鳴	82.3	2	雜佩以a贈之	雜 + 佩 + 以 + 贈 + 之	雜 + 佩 + 以 + 贈 + 之	82.3.a	贈	0 0 0 367 0	ə
1358	1417	83	有女同車	83.1	3	將翱將b翔	將 + 翱 + 將 + 翔	將 + 翱 + 將 + 翔	83.1.b	翔	0 0 0 371	a
1360	1419	83	有女同車	83.1	5	彼美孟b姜	彼 + 美 + 孟 + 姜	彼 + 美 + 孟 + 姜	83.1.b	姜	0 0 0 371	a
1362	1421	83	有女同車	83.2	1	有女同a行	有 + 女 + 同 + 行	有 + 女 + 同 + 行	83.2.a	行	0 0 0 372	a
1363	1422	83	有女同車	83.2	2	顏如舜a英	顏 + 如 + 舜 + 英	顏 + 如 + 舜 + 英	83.2.a	英	0 0 0 372	a
1364	1423	83	有女同車	83.2	3	將翱將b翔	將 + 翱 + 將 + 翔	將 + 翱 + 將 + 翔	83.2.b	翔	0 0 0 373	a
1365	1424	83	有女同車	83.2	4	佩玉將a將	佩 + 玉 + 將 + 將	佩 + 玉 + 將 + 將	83.2.a	將	0 0 0 372	a
1366	1425	83	有女同車	83.2	5	彼美孟b姜	彼 + 美 + 孟 + 姜	彼 + 美 + 孟 + 姜	83.2.b	姜	0 0 0 373	a
1367	1426	83	有女同車	83.2	6	德音不a忘	德 + 音 + 不 + 忘	德 + 音 + 不 + 忘	83.2.a	忘	0 0 0 372	a
1372	1431	84	山有扶蘇	84.2	1	山有橋a松	山 + 有 + 橋 + 松	山 + 有 + 橋 + 松	84.2.a	松	0 0 0 375	o
1373	1432	84	山有扶蘇	84.2	2	隰有游a龍	隰 + 有 + 游 + 龍	隰 + 有 + 游 + 龍	84.2.a	龍	0 0 0 375	o
1374	1433	84	山有扶蘇	84.2	3	不見子a充	不 + 見 + 子 + 充	不 + 見 + 子 + 充	84.2.a	充	0 0 0 375	u
1375	1434	84	山有扶蘇	84.2	4	乃見狡a童	乃 + 見 + 狡 + 童	乃 + 見 + 狡 + 童	84.2.a	童	0 0 0 375	o
1384	1443	86	狡童	86.1	1	彼狡童兮	彼 + 狡 + 童 + 兮	彼 + 狡 + 童 + 兮		童	0 0 0 0	o
1388	1447	86	狡童	86.2	1	彼狡童兮	彼 + 狡 + 童 + 兮	彼 + 狡 + 童 + 兮		童	0 0 0 0	o
1395	1454	87	褰裳	87.1	4	豈無他a人	豈 + 無 + 他 + 人	豈 + 無 + 他 + 人	87.1.a	人	0 0 0 382	i
1402	1461	88	丰	88.1	1	子之a丰兮	子 + 之 + 丰 + 兮	子 + 之 + 丰 + 兮	88.1.a	丰	0 0 384 0	o
1403	1462	88	丰	88.1	2	俟我乎a巷兮	俟 + 我 + 乎 + 巷 + 兮	俟 + 我 + 乎 + 巷 + 兮	88.1.a	巷	0 0 0 384 0	o
1404	1463	88	丰	88.1	3	悔予不a送兮	悔 + 予 + 不 + 送 + 兮	悔 + 予 + 不 + 送 + 兮	88.1.a	送	0 0 0 384 0	o
1406	1465	88	丰	88.2	2	俟我乎a堂兮	俟 + 我 + 乎 + 堂 + 兮	俟 + 我 + 乎 + 堂 + 兮	88.2.a	堂	0 0 0 385 0	a
1407	1466	88	丰	88.2	3	悔予不a將兮	悔 + 予 + 不 + 將 + 兮	悔 + 予 + 不 + 將 + 兮	88.2.a	將	0 0 0 385 0	a
1409	1468	88	丰	88.3	2	裳錦褧a裳	裳 + 錦 + 褧 + 裳	裳 + 錦 + 褧 + 裳	88.3.a	裳	0 0 0 386	a
1411	1470	88	丰	88.3	4	駕予與a行	駕 + 予 + 與 + 行	駕 + 予 + 與 + 行	88.3.a	行	0 0 0 386	a
1412	1471	88	丰	88.4	1	裳錦褧裳	裳 + 錦 + 褧 + 裳	裳 + 錦 + 褧 + 裳		裳	0 0 0 0	a
1438	1501	91	子衿	91.1	3	縱我不往	縱 + 我 + 不 + 往	縱 + 我 + 不 + 往		往	0 0 0 0	a
1442	1505	91	子衿	91.2	3	縱我不往	縱 + 我 + 不 + 往	縱 + 我 + 不 + 往		往	0 0 0 0	a
1457	1520	92	揚之水	92.2	4	維予二b人	維 + 予 + 二 + 人	維 + 予 + 二 + 人	92.2.b	人	0 0 0 399	i
1474	1537	94	野有蔓草	94.1	3	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人		人	0 0 0 0	i
1480	1544	94	野有蔓草	94.2	4	有美一人	有 + 美 + 一 + 人	有 + 美 + 一 + 人		人	0 0 0 0	i
1481	1545	94	野有蔓草	94.2	5	婉如清a揚	婉 + 如 + 清 + 揚	婉 + 如 + 清 + 揚	94.2.a	揚	0 0 0 403	a
1483	1547	94	野有蔓草	94.2	7	與子偕a臧	與 + 子 + 偕 + 臧	與 + 子 + 偕 + 臧	94.2.a	臧	0 0 0 403	a
1497	1561	95	溱洧	95.2	2	瀏其a清矣	瀏 + 其 + 清 + 矣	瀏 + 其 + 清 + 矣	95.2.a	清	0 0 407 0	e
1499	1563	95	溱洧	95.2	4	殷其a盈矣	殷 + 其 + 盈 + 矣	殷 + 其 + 盈 + 矣	95.2.a	盈	0 0 407 0	e
1508	1572	96	雞鳴	96.1	1	雞既a鳴矣	雞 + 既 + 鳴 + 矣	雞 + 既 + 鳴 + 矣	96.1.a	鳴	0 0 410 0	e
1509	1573	96	雞鳴	96.1	2	朝既a盈矣	朝 + 既 + 盈 + 矣	朝 + 既 + 盈 + 矣	96.1.a	盈	0 0 410 0	e
1510	1574	96	雞鳴	96.1	3	匪雞則a鳴	匪 + 雞 + 則 + 鳴	匪 + 雞 + 則 + 鳴	96.1.a	鳴	0 0 0 410	e
1511	1575	96	雞鳴	96.1	4	蒼蠅之a聲	蒼 + 蠅 + 之 + 聲	蒼 + 蠅 + 之 + 聲	96.1.a	聲	0 0 0 410	e
1512	1576	96	雞鳴	96.2	1	東方a明矣	東 + 方 + 明 + 矣	東 + 方 + 明 + 矣	96.2.a	明	0 0 411 0	a
1514	1578	96	雞鳴	96.2	3	匪東方則a明	匪 + 東 + 方 + 則 + 明	匪 + 東 + 方 + 則 + 明	96.2.a	明	0 0 0 0 411	a
1515	1579	96	雞鳴	96.2	4	月出之a光	月 + 出 + 之 + 光	月 + 出 + 之 + 光	96.2.a	光	0 0 0 411	a
1516	1580	96	雞鳴	96.3	1	蟲飛a薨a薨	蟲 + 飛 + 薨 + 薨	蟲 + 飛 + 薨 + 薨	96.3.a	薨	0 0 412 412	ə
1517	1582	96	雞鳴	96.3	3	甘與子同a夢	甘 + 與 + 子 + 同 + 夢	甘 + 與 + 子 + 同 + 夢	96.3.a	夢	0 0 0 0 412	ə
1519	1584	96	雞鳴	96.3	5	無庶予子a憎	無 + 庶 + 予 + 子 + 憎	無 + 庶 + 予 + 子 + 憎	96.3.a	憎	0 0 0 0 412	ə
1529	1594	97	還	97.3	2	遭我乎峱之a陽兮	遭 + 我 + 乎 + 峱 + 之 + 陽 + 兮	遭 + 我 + 乎 + 峱 + 之 + 陽 + 兮	97.3.a	陽	0 0 0 0 0 415 0	a
1530	1595	97	還	97.3	3	並驅從兩a狼兮	並 + 驅 + 從 + 兩 + 狼 + 兮	並 + 驅 + 從 + 兩 + 狼 + 兮	97.3.a	狼	0 0 0 0 415 0	a
1531	1596	97	還	97.3	4	揖我謂我a臧兮	揖 + 我 + 謂 + 我 + 臧 + 兮	揖 + 我 + 謂 + 我 + 臧 + 兮	97.3.a	臧	0 0 0 0 415 0	a
1536	1601	98	著	98.2	2	充耳以a青乎而	充 + 耳 + 以 + 青 + 乎 + 而	充 + 耳 + 以 + 青 + 乎 + 而	98.2.a	青	0 0 0 417 0 0	e
1538	1603	98	著	98.3	1	俟我於a堂乎而	俟 + 我 + 於 + 堂 + 乎 + 而	俟 + 我 + 於 + 堂 + 乎 + 而	98.3.a	堂	0 0 0 418 0 0	a
1539	1604	98	著	98.3	2	充耳以a黃乎而	充 + 耳 + 以 + 黃 + 乎 + 而	充 + 耳 + 以 + 黃 + 乎 + 而	98.3.a	黃	0 0 0 418 0 0	a
1540	1605	98	著	98.3	3	尚之以瓊a英乎而	尚 + 之 + 以 + 瓊 + 英 + 乎 + 而	尚 + 之 + 以 + 瓊 + 英 + 乎 + 而	98.3.a	英	0 0 0 0 418 0 0	a
1549	1616	100	東方未明	100.1	1	東方未a明	東 + 方 + 未 + 明	東 + 方 + 未 + 明	100.1.a	明	0 0 0 421	a
1550	1617	100	東方未明	100.1	2	顛倒衣a裳	顛 + 倒 + 衣 + 裳	顛 + 倒 + 衣 + 裳	100.1.a	裳	0 0 0 421	a
1556	1623	100	東方未明	100.2	4	自公b令之	自 + 公 + 令 + 之	自 + 公 + 令 + 之	100.2.b	令	0 0 424 0	i
1563	1633	101	南山	101.1	5	魯道有蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩		蕩	0 0 0 0	a
1567	1637	101	南山	101.2	1	葛屨五a兩	葛 + 屨 + 五 + 兩	葛 + 屨 + 五 + 兩	101.2.a	兩	0 0 0 428	a
1568	1638	101	南山	101.2	2	冠緌b雙止	冠 + 緌 + 雙 + 止	冠 + 緌 + 雙 + 止	101.2.b	雙	0 0 429 0	o
1569	1639	101	南山	101.2	3	魯道有a蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩	101.2.a	蕩	0 0 0 428	a
1570	1640	101	南山	101.2	4	齊子b庸止	齊 + 子 + 庸 + 止	齊 + 子 + 庸 + 止	101.2.b	庸	0 0 429 0	o
1571	1641	101	南山	101.2	5	既曰b庸止	既 + 曰 + 庸 + 止	既 + 曰 + 庸 + 止	101.2.b	庸	0 0 429 0	o
1572	1642	101	南山	101.2	6	曷又b從止	曷 + 又 + 從 + 止	曷 + 又 + 從 + 止	101.2.b	從	0 0 429 0	o
1585	1655	102	甫田	102.1	1	無田甫a田	無 + 田 + 甫 + 田	無 + 田 + 甫 + 田	102.1.a	田	0 0 0 433	i
1587	1658	102	甫田	102.1	4	無思遠a人	無 + 思 + 遠 + 人	無 + 思 + 遠 + 人	102.1.a	人	0 0 0 433	i
1589	1661	102	甫田	102.2	1	無田甫a田	無 + 田 + 甫 + 田	無 + 田 + 甫 + 田	102.2.a	田	0 0 0 435	i
1591	1664	102	甫田	102.2	4	無思遠a人	無 + 思 + 遠 + 人	無 + 思 + 遠 + 人	102.2.a	人	0 0 0 435	i
1597	1672	103	盧令	103.1	1	盧a令a令	盧 + 令 + 令	盧 + 令 + 令	103.1.a	令	0 439 439	i
1598	1674	103	盧令	103.1	3	其人美且a仁	其 + 人 + 美 + 且 + 仁	其 + 人 + 美 + 且 + 仁	103.1.a	仁	0 0 0 0 439	i
1603	1679	104	敝笱	104.1	1	敝笱在梁	敝 + 笱 + 在 + 梁	敝 + 笱 + 在 + 梁		梁	0 0 0 0	a
1607	1683	104	敝笱	104.2	1	敝笱在梁	敝 + 笱 + 在 + 梁	敝 + 笱 + 在 + 梁		梁	0 0 0 0	a
1611	1687	104	敝笱	104.3	1	敝笱在梁	敝 + 笱 + 在 + 梁	敝 + 笱 + 在 + 梁		梁	0 0 0 0	a
1617	1695	105	載驅	105.1	4	魯道有蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩		蕩	0 0 0 0	a
1621	1701	105	載驅	105.2	5	魯道有蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩		蕩	0 0 0 0	a
1623	1703	105	載驅	105.3	1	汶水a湯a湯	汶 + 水 + 湯 + 湯	汶 + 水 + 湯 + 湯	105.3.a	湯	0 0 447 447	a
1624	1705	105	載驅	105.3	3	行人a彭a彭	行 + 人 + 彭 + 彭	行 + 人 + 彭 + 彭	105.3.a	彭	0 0 447 447	a
1625	1707	105	載驅	105.3	5	魯道有蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩		蕩	0 0 0 0	a
1626	1708	105	載驅	105.3	6	齊子翱a翔	齊 + 子 + 翱 + 翔	齊 + 子 + 翱 + 翔	105.3.a	翔	0 0 0 447	a
1629	1713	105	載驅	105.4	5	魯道有蕩	魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩		蕩	0 0 0 0	a
1632	1716	106	猗嗟	106.1	2	頎而a長兮	頎 + 而 + 長 + 兮	頎 + 而 + 長 + 兮	106.1.a	長	0 0 449 0	a
1633	1717	106	猗嗟	106.1	3	抑若a揚兮	抑 + 若 + 揚 + 兮	抑 + 若 + 揚 + 兮	106.1.a	揚	0 0 449 0	a
1634	1718	106	猗嗟	106.1	4	美目a揚兮	美 + 目 + 揚 + 兮	美 + 目 + 揚 + 兮	106.1.a	揚	0 0 449 0	a
1636	1720	106	猗嗟	106.1	6	射則a臧兮	射 + 則 + 臧 + 兮	射 + 則 + 臧 + 兮	106.1.a	臧	0 0 449 0	a
1637	1721	106	猗嗟	106.2	1	猗嗟a名兮	猗 + 嗟 + 名 + 兮	猗 + 嗟 + 名 + 兮	106.2.a	名	0 0 450 0	e
1638	1722	106	猗嗟	106.2	2	美目a清兮	美 + 目 + 清 + 兮	美 + 目 + 清 + 兮	106.2.a	清	0 0 450 0	e
1639	1723	106	猗嗟	106.2	3	儀既a成兮	儀 + 既 + 成 + 兮	儀 + 既 + 成 + 兮	106.2.a	成	0 0 450 0	e
1641	1725	106	猗嗟	106.2	5	不出a正兮	不 + 出 + 正 + 兮	不 + 出 + 正 + 兮	106.2.a	正	0 0 450 0	e
1642	1726	106	猗嗟	106.2	6	展我a甥兮	展 + 我 + 甥 + 兮	展 + 我 + 甥 + 兮	106.2.a	甥	0 0 450 0	e
1650	1734	107	葛屨	107.1	2	可以履a霜	可 + 以 + 履 + 霜	可 + 以 + 履 + 霜	107.1.a	霜	0 0 0 452	a
1652	1736	107	葛屨	107.1	4	可以縫a裳	可 + 以 + 縫 + 裳	可 + 以 + 縫 + 裳	107.1.a	裳	0 0 0 452	a
1665	1751	108	汾沮洳	108.2	1	彼汾一a方	彼 + 汾 + 一 + 方	彼 + 汾 + 一 + 方	108.2.a	方	0 0 0 456	a
1666	1752	108	汾沮洳	108.2	2	言采其a桑	言 + 采 + 其 + 桑	言 + 采 + 其 + 桑	108.2.a	桑	0 0 0 456	a
1668	1754	108	汾沮洳	108.2	4	美如a英	美 + 如 + 英	美 + 如 + 英	108.2.a	英	0 0 456	a
1669	1756	108	汾沮洳	108.2	6	殊異乎公a行	殊 + 異 + 乎 + 公 + 行	殊 + 異 + 乎 + 公 + 行	108.2.a	行	0 0 0 0 456	a
1712	1800	110	陟岵	110.3	2	瞻望a兄兮	瞻 + 望 + 兄 + 兮	瞻 + 望 + 兄 + 兮	110.3.a	兄	0 0 466 0	a
1774	1864	114	蟋蟀	114.1	1	蟋蟀在a堂	蟋 + 蟀 + 在 + 堂	蟋 + 蟀 + 在 + 堂	114.1.a	堂	0 0 0 478	a
1778	1868	114	蟋蟀	114.1	5	無已大a康	無 + 已 + 大 + 康	無 + 已 + 大 + 康	114.1.a	康	0 0 0 478	a
1780	1870	114	蟋蟀	114.1	7	好樂無a荒	好 + 樂 + 無 + 荒	好 + 樂 + 無 + 荒	114.1.a	荒	0 0 0 478	a
1782	1873	114	蟋蟀	114.2	1	蟋蟀在a堂	蟋 + 蟀 + 在 + 堂	蟋 + 蟀 + 在 + 堂	114.2.a	堂	0 0 0 480	a
1786	1877	114	蟋蟀	114.2	5	無已大a康	無 + 已 + 大 + 康	無 + 已 + 大 + 康	114.2.a	康	0 0 0 480	a
1788	1879	114	蟋蟀	114.2	7	好樂無a荒	好 + 樂 + 無 + 荒	好 + 樂 + 無 + 荒	114.2.a	荒	0 0 0 480	a
1790	1882	114	蟋蟀	114.3	1	蟋蟀在a堂	蟋 + 蟀 + 在 + 堂	蟋 + 蟀 + 在 + 堂	114.3.a	堂	0 0 0 482	a
1794	1886	114	蟋蟀	114.3	5	無已大a康	無 + 已 + 大 + 康	無 + 已 + 大 + 康	114.3.a	康	0 0 0 482	a
1796	1888	114	蟋蟀	114.3	7	好樂無a荒	好 + 樂 + 無 + 荒	好 + 樂 + 無 + 荒	114.3.a	荒	0 0 0 482	a
1800	1893	115	山有樞	115.1	3	子有衣裳	子 + 有 + 衣 + 裳	子 + 有 + 衣 + 裳		裳	0 0 0 0	a
1836	1932	116	揚之水	116.3	4	我聞有a命	我 + 聞 + 有 + 命	我 + 聞 + 有 + 命	116.3.a	命	0 0 0 489	i
1837	1933	116	揚之水	116.3	5	不敢以告a人	不 + 敢 + 以 + 告 + 人	不 + 敢 + 以 + 告 + 人	116.3.a	人	0 0 0 0 489	i
1839	1935	117	椒聊	117.1	2	蕃衍盈a升	蕃 + 衍 + 盈 + 升	蕃 + 衍 + 盈 + 升	117.1.a	升	0 0 0 490	ə
1841	1937	117	椒聊	117.1	4	碩大無a朋	碩 + 大 + 無 + 朋	碩 + 大 + 無 + 朋	117.1.a	朋	0 0 0 490	ə
1853	1949	118	綢繆	118.1	4	見此良a人	見 + 此 + 良 + 人	見 + 此 + 良 + 人	118.1.a	人	0 0 0 494	i
1855	1951	118	綢繆	118.1	6	如此良a人何	如 + 此 + 良 + 人 + 何	如 + 此 + 良 + 人 + 何	118.1.a	人	0 0 0 494 0	i
1871	1969	119	杕杜	119.1	6	豈無他人	豈 + 無 + 他 + 人	豈 + 無 + 他 + 人		人	0 0 0 0	i
1873	1971	119	杕杜	119.1	8	嗟行之人	嗟 + 行 + 之 + 人	嗟 + 行 + 之 + 人		人	0 0 0 0	i
1880	1980	119	杕杜	119.2	6	豈無他人	豈 + 無 + 他 + 人	豈 + 無 + 他 + 人		人	0 0 0 0	i
1881	1981	119	杕杜	119.2	7	不如我同a姓	不 + 如 + 我 + 同 + 姓	不 + 如 + 我 + 同 + 姓	119.2.a	姓	0 0 0 0 499	e
1882	1982	119	杕杜	119.2	8	嗟行之人	嗟 + 行 + 之 + 人	嗟 + 行 + 之 + 人		人	0 0 0 0	i
1888	1989	120	羔裘	120.1	4	豈無他人	豈 + 無 + 他 + 人	豈 + 無 + 他 + 人		人	0 0 0 0	i
1892	1994	120	羔裘	120.2	4	豈無他人	豈 + 無 + 他 + 人	豈 + 無 + 他 + 人		人	0 0 0 0	i
1908	2010	121	鴇羽	121.3	1	肅肅鴇a行	肅 + 肅 + 鴇 + 行	肅 + 肅 + 鴇 + 行	121.3.a	行	0 0 0 505	a
1909	2011	121	鴇羽	121.3	2	集于苞a桑	集 + 于 + 苞 + 桑	集 + 于 + 苞 + 桑	121.3.a	桑	0 0 0 505	a
1911	2013	121	鴇羽	121.3	4	不能蓺稻a粱	不 + 能 + 蓺 + 稻 + 粱	不 + 能 + 蓺 + 稻 + 粱	121.3.a	粱	0 0 0 0 505	a
1912	2014	121	鴇羽	121.3	5	父母何a嘗	父 + 母 + 何 + 嘗	父 + 母 + 何 + 嘗	121.3.a	嘗	0 0 0 505	a
1914	2016	121	鴇羽	121.3	7	曷其有a常	曷 + 其 + 有 + 常	曷 + 其 + 有 + 常	121.3.a	常	0 0 0 505	a
1970	2072	125	采苓	125.3	2	首陽之a東	首 + 陽 + 之 + 東	首 + 陽 + 之 + 東	125.3.a	東	0 0 0 519	o
1972	2074	125	采苓	125.3	4	苟亦無a從	苟 + 亦 + 無 + 從	苟 + 亦 + 無 + 從	125.3.a	從	0 0 0 519	o
1980	2082	126	車鄰	126.1	4	寺人之a令	寺 + 人 + 之 + 令	寺 + 人 + 之 + 令	126.1.a	令	0 0 0 521	i
1987	2089	126	車鄰	126.3	1	阪有a桑	阪 + 有 + 桑	阪 + 有 + 桑	126.3.a	桑	0 0 523	a
1988	2090	126	車鄰	126.3	2	隰有a楊	隰 + 有 + 楊	隰 + 有 + 楊	126.3.a	楊	0 0 523	a
1992	2094	126	車鄰	126.3	6	逝者其a亡	逝 + 者 + 其 + 亡	逝 + 者 + 其 + 亡	126.3.a	亡	0 0 0 523	a
2017	2119	128	小戎	128.2	3	騏騮是b中	騏 + 騮 + 是 + 中	騏 + 騮 + 是 + 中	128.2.b	中	0 0 0 531	u
2028	2130	128	小戎	128.3	4	虎韔鏤b膺	虎 + 韔 + 鏤 + 膺	虎 + 韔 + 鏤 + 膺	128.3.b	膺	0 0 0 535	ə
2029	2131	128	小戎	128.3	5	交韔二b弓	交 + 韔 + 二 + 弓	交 + 韔 + 二 + 弓	128.3.b	弓	0 0 0 535	ə
2030	2132	128	小戎	128.3	6	竹閉緄b縢	竹 + 閉 + 緄 + 縢	竹 + 閉 + 緄 + 縢	128.3.b	縢	0 0 0 535	ə
2032	2134	128	小戎	128.3	8	載寢載b興	載 + 寢 + 載 + 興	載 + 寢 + 載 + 興	128.3.b	興	0 0 0 535	ə
2033	2135	128	小戎	128.3	9	厭厭良?b人	厭 + 厭 + 良 + 人	厭 + 厭 + 良 + 人		人	0 0 0 0	i
2035	2137	129	蒹葭	129.1	1	蒹葭a蒼a蒼	蒹 + 葭 + 蒼 + 蒼	蒹 + 葭 + 蒼 + 蒼	129.1.a	蒼	0 0 536 536	a
2036	2139	129	蒹葭	129.1	3	白露為a霜	白 + 露 + 為 + 霜	白 + 露 + 為 + 霜	129.1.a	霜	0 0 0 536	a
2037	2140	129	蒹葭	129.1	4	所謂伊人	所 + 謂 + 伊 + 人	所 + 謂 + 伊 + 人		人	0 0 0 0	i
2038	2141	129	蒹葭	129.1	5	在水一a方	在 + 水 + 一 + 方	在 + 水 + 一 + 方	129.1.a	方	0 0 0 536	a
2039	2142	129	蒹葭	129.1	6	溯洄從之	溯 + 洄 + 從 + 之	溯 + 洄 + 從 + 之		從	0 0 0 0	o
2040	2143	129	蒹葭	129.1	7	道阻且a長	道 + 阻 + 且 + 長	道 + 阻 + 且 + 長	129.1.a	長	0 0 0 536	a
2041	2144	129	蒹葭	129.1	8	溯游從之	溯 + 游 + 從 + 之	溯 + 游 + 從 + 之		從	0 0 0 0	o
2042	2145	129	蒹葭	129.1	9	宛在水中a央	宛 + 在 + 水 + 中 + 央	宛 + 在 + 水 + 中 + 央	129.1.a	央	0 0 0 0 536	a
2045	2149	129	蒹葭	129.2	4	所謂伊人	所 + 謂 + 伊 + 人	所 + 謂 + 伊 + 人		人	0 0 0 0	i
2047	2151	129	蒹葭	129.2	6	溯洄從之	溯 + 洄 + 從 + 之	溯 + 洄 + 從 + 之		從	0 0 0 0	o
2049	2153	129	蒹葭	129.2	8	溯游從之	溯 + 游 + 從 + 之	溯 + 游 + 從 + 之		從	0 0 0 0	o
2053	2158	129	蒹葭	129.3	4	所謂伊人	所 + 謂 + 伊 + 人	所 + 謂 + 伊 + 人		人	0 0 0 0	i
2055	2160	129	蒹葭	129.3	6	溯洄從之	溯 + 洄 + 從 + 之	溯 + 洄 + 從 + 之		從	0 0 0 0	o
2057	2162	129	蒹葭	129.3	8	溯游從之	溯 + 游 + 從 + 之	溯 + 游 + 從 + 之		從	0 0 0 0	o
2066	2171	130	終南	130.2	2	有紀有a堂	有 + 紀 + 有 + 堂	有 + 紀 + 有 + 堂	130.2.a	堂	0 0 0 540	a
2068	2173	130	終南	130.2	4	黻衣繡a裳	黻 + 衣 + 繡 + 裳	黻 + 衣 + 繡 + 裳	130.2.a	裳	0 0 0 540	a
2069	2174	130	終南	130.2	5	佩玉a?x將a?x將	佩 + 玉 + 將 + 將	佩 + 玉 + 將 + 將	130.2.a	將	0 0 0 0	a
2070	2176	130	終南	130.2	7	壽考不a亡	壽 + 考 + 不 + 亡	壽 + 考 + 不 + 亡	130.2.a	亡	0 0 0 540	a
2073	2179	131	黃鳥	131.1	3	誰從穆公	誰 + 從 + 穆 + 公	誰 + 從 + 穆 + 公		公	0 0 0 0	o
2080	2186	131	黃鳥	131.1	10	殲我良c人	殲 + 我 + 良 + 人	殲 + 我 + 良 + 人	131.1.c	人	0 0 0 543	i
2082	2188	131	黃鳥	131.1	12	人百其c身	人 + 百 + 其 + 身	人 + 百 + 其 + 身	131.1.c	身	0 0 0 543	i
2084	2190	131	黃鳥	131.2	2	止于a桑	止 + 于 + 桑	止 + 于 + 桑	131.2.a	桑	0 0 544	a
2085	2191	131	黃鳥	131.2	3	誰從穆公	誰 + 從 + 穆 + 公	誰 + 從 + 穆 + 公		公	0 0 0 0	o
2086	2192	131	黃鳥	131.2	4	子車仲a行	子 + 車 + 仲 + 行	子 + 車 + 仲 + 行	131.2.a	行	0 0 0 544	a
2087	2193	131	黃鳥	131.2	5	維此仲a行	維 + 此 + 仲 + 行	維 + 此 + 仲 + 行	131.2.a	行	0 0 0 544	a
2088	2194	131	黃鳥	131.2	6	百夫之a防	百 + 夫 + 之 + 防	百 + 夫 + 之 + 防	131.2.a	防	0 0 0 544	a
